,datetime_event_began,NERC_region,area_affected,event_type,demand_loss_(MW),number_of_customers_affected,datetime_of_restoration,datetime_of_restoration_cleaned,datetime_event_began_cleaned
741,2010-07-21 18:44:00,NPCC,Connecticut,Thunderstorms,,50100,8:00 PMJuly 212010,2010-07-21 20:00:00,2010-07-21 18:44:00
742,2010-07-23 10:00:00,WECC,Northern Utah,Made Public Appeals,0,0,11:55 PMJuly 242010,2010-07-24 23:55:00,2010-07-23 10:00:00
743,2010-07-23 19:30:00,RFC,Southeastern Michigan,Severe Weather,400,82000,6:30 PMJuly 262010,2010-07-26 18:30:00,2010-07-23 19:30:00
744,2010-07-25 15:10:00,RFC,"Washington, DC Region",Severe Weather,,297700,11:30 PMJuly 302010,2010-07-30 23:30:00,2010-07-25 15:10:00
745,2010-07-25 15:20:00,RFC,Central Maryland,Severe Weather,480,124000,6:00 PMJuly 272010,2010-07-27 18:00:00,2010-07-25 15:20:00
746,2010-07-25 16:11:00,SERC,Northern Virginia,Severe Weather,900,81000,8:06 PMJuly 252010,2010-07-25 20:06:00,2010-07-25 16:11:00
747,2010-07-29 17:43:00,SERC,Virginia,Thunderstorms,,55000,8:07 PMJuly 292010,2010-07-29 20:07:00,2010-07-29 17:43:00
748,2010-07-29 18:39:00,WECC,Southern California,"Shed Interruptible Load, Wildfire",522,0,7:26 PMJuly 292010,2010-07-29 19:26:00,2010-07-29 18:39:00
749,2010-07-29 18:39:00,WECC,Southern California,"Shed Interruptible Load, Wildfire",522,0,7:26 PMJuly 292010,2010-07-29 19:26:00,2010-07-29 18:39:00
750,2010-08-02 12:00:00,WECC,Central California,Fuel Supply Deficiency (Hydro),,0,11:00 PMAugust 022010,2010-08-02 23:00:00,2010-08-02 12:00:00
751,2010-08-02 12:45:00,SERC,Southern Louisiana,Made Public Appeals,,0,11:00 AMAugust 042010,2010-08-04 11:00:00,2010-08-02 12:45:00
752,2010-08-02 12:45:00,SERC,Southern Louisiana,Made Public Appeals,,0,11:00 AMAugust 042010,2010-08-04 11:00:00,2010-08-02 12:45:00
753,2010-08-02 12:45:00,SERC,Southwestern Louisiana,Made Public Appeals,,0,11:00 AMAugust 042010,2010-08-04 11:00:00,2010-08-02 12:45:00
754,2010-08-02 12:45:00,SPP,Southern Louisiana,Made Public Appeals,,0,11:00 AMAugust 042010,2010-08-04 11:00:00,2010-08-02 12:45:00
755,2010-08-04 12:00:00,SPP,"Northern Texas, Eastern New Mexico",Made Public Appeals,,0,10:00 PMAugust 042010,2010-08-04 22:00:00,2010-08-04 12:00:00
756,2010-08-04 16:45:00,RFC,"Western Pennsylvania, Northwestern and Central West Virginia",Thunderstorms,60,11186,12:00 AMAugust 072010,2010-08-07 00:00:00,2010-08-04 16:45:00
757,2010-08-04 17:00:00,RFC,"Ohio, West Virginia, Kentucky",Severe Weather,,37000,4:00 AMAugust 062010,2010-08-06 04:00:00,2010-08-04 17:00:00
758,2010-08-05 15:30:00,RFC,"District of Columbia, Maryland",Thunderstorms,,76729,10:00 PMAugust 052010,2010-08-05 22:00:00,2010-08-05 15:30:00
759,2010-08-05 15:54:00,RFC,Northern Virginia,Thunderstorms,,145157,12:00 AMAugust 082010,2010-08-08 00:00:00,2010-08-05 15:54:00
760,2010-08-09 12:00:00,RFC,Upstate New York,Fuel Supply Defiency,,0,12:00 PMAugust 162010,2010-08-16 12:00:00,2010-08-09 12:00:00
761,2010-08-11 15:21:00,RFC,Ohio,Severe Weather,,57000,12:12 PMAugust 112010,2010-08-11 12:12:00,2010-08-11 15:21:00
762,2010-08-12 06:45:00,RFC,"District of Columbia, Maryland",Severe Weather,,101003,9:00 PMAugust 122010,2010-08-12 21:00:00,2010-08-12 06:45:00
763,2010-08-12 08:21:00,SPP,Central Nebraska,Made Public Appeals,65,0,11:00 AMAugust 122010,2010-08-12 11:00:00,2010-08-12 08:21:00
764,2010-08-12 15:42:00,MRO,"City of Oshkosh, Wisconsin",Made Public Appeals,30,7600,10:10 PMAugust 122010,2010-08-12 22:10:00,2010-08-12 15:42:00
765,2010-08-19 18:00:00,RFC,Southeastern Michigan,Severe Weather,340,80000,3:30 PMAugust 232010,2010-08-23 15:30:00,2010-08-19 18:00:00
766,2010-08-23 17:50:00,TRE,"Houston, Texas",Severe Weather,746,81586,9:30 AMAugust 242010,2010-08-24 09:30:00,2010-08-23 17:50:00
767,2010-09-01 10:20:00,WECC,"Pittsburg (Bay Area), California",Electrical System Separation (Islanding),31,15000,12:44 PMSeptember 012010,2010-09-01 12:44:00,2010-09-01 10:20:00
768,2010-09-07 14:02:00,TRE,"San Antonio, Texas",Tropical Storm,,340350,1:27 AMSeptember 082010,2010-09-08 01:27:00,2010-09-07 14:02:00
769,2010-09-20 17:00:00,SERC,"King George County, Virginia",Low Flying Helicopter,,0,5:30 PMSeptember 202010,2010-09-20 17:30:00,2010-09-20 17:00:00
770,2010-09-21 21:31:00,RFC,Central and Southern Michigan,Thunderstorms,,138000,2:30 PMSeptember 222010,2010-09-22 14:30:00,2010-09-21 21:31:00
771,2010-09-22 06:12:00,WECC,"Bakersfield, California",Firm Load Shed,526,0,11:00 PMSeptember 222010,2010-09-22 23:00:00,2010-09-22 06:12:00
772,2010-09-22 16:08:00,RFC,"City of Pittsburgh, Pennsylvania",Thunderstorms,156,52000,12:00 AMSeptember 262010,2010-09-26 00:00:00,2010-09-22 16:08:00
773,2010-09-22 17:38:00,RFC,Western Pennsylvania,Thunderstorms,389,82861,11:30 PMSeptember 242010,2010-09-24 23:30:00,2010-09-22 17:38:00
774,2010-09-27 15:15:00,WECC,Central and Southern California,Interruptible Load Shed,595,0,6:12 PMSeptember 272010,2010-09-27 18:12:00,2010-09-27 15:15:00
775,2010-10-05 05:45:00,WECC,"City of Los Angeles, California",Rain and High Winds,,73514,6:00AMOctober 072010,2010-10-07 06:00:00,2010-10-05 05:45:00
776,2010-10-26 09:00:00,RFC,Northern Illinois,Thunderstorms,,192106,11:00 AMOctober 282010,2010-10-28 11:00:00,2010-10-26 09:00:00
777,2010-10-26 20:00:00,MRO,Minnesota,High Winds,,70000,10:00 PMOctober 282010,2010-10-28 22:00:00,2010-10-26 20:00:00
778,2010-10-27 04:00:00,MRO,Northeast and North Central Wisconsin,High Winds,,63000,12:00 PMOctober 272010,2010-10-27 12:00:00,2010-10-27 04:00:00
779,2010-10-27 08:00:00,RFC,Michigan's Northerly Lower Peninsula,High Winds,240,285000,7:00 AMOctober 292010,2010-10-29 07:00:00,2010-10-27 08:00:00
780,2010-10-27 17:00:00,RFC,Northern Illinois,High Winds,,127000,4:00 AMOctober 292010,2010-10-29 04:00:00,2010-10-27 17:00:00
781,2010-10-27 17:16:00,WECC,Northern California,Electrical System Separation-Islanding,16,2674,5:27 PMOctober 272010,2010-10-27 17:27:00,2010-10-27 17:16:00
782,2010-10-31 22:26:00,WECC,"Bakersfield, California",Firm System Load Loss,500,0,1:45 AMNovember 012010,2010-11-01 01:45:00,2010-10-31 22:26:00
783,2010-11-04 09:46:00,WECC,"Rock Springs, Wyoming",Transmission Equipment Failure/Interruptible Load Shed,,0,10:47 AMNovember 042010,2010-11-04 10:47:00,2010-11-04 09:46:00
784,2010-11-06 15:53:00,WECC,Northern California,Electrical System Separation - Islanding,20,4,6:08 PMNovember 062010,2010-11-06 18:08:00,2010-11-06 15:53:00
785,2010-11-08 06:47:00,NPCC,Maine,Snow and High Winds,,60863,6:00 PMNovember 082010,2010-11-08 18:00:00,2010-11-08 06:47:00
786,2010-11-13 15:00:00,MRO,Minnesota,Winter Storm,,60000,10:00 PMNovember 142010,2010-11-14 22:00:00,2010-11-13 15:00:00
787,2010-11-15 23:00:00,WECC,Puget Sound Region,High Winds,391,149256,2:14 AMNovember 162010,2010-11-16 02:14:00,2010-11-15 23:00:00
788,2010-11-21 01:39:00,WECC,Northern and Central California,Winter Storm,75,60000,4:46 PMNovember 242010,2010-11-24 16:46:00,2010-11-21 01:39:00
789,2010-11-22 23:00:00,WECC,"Puget Sound Region, Washington",Winter Storm,420,123535,8:00 PMNovember 242010,2010-11-24 20:00:00,2010-11-22 23:00:00
790,2010-11-23 14:01:00,WECC,Northern California,Electrical System Separation - Islanding,22,7077,6:12 PMNovember 232010,2010-11-23 18:12:00,2010-11-23 14:01:00
791,2010-12-03 21:32:00,WECC,California,Electrical System Separation - Islanding,22,7077,2:00 AMDecember 042010,2010-12-04 02:00:00,2010-12-03 21:32:00
792,2010-12-12 16:30:00,RFC,Southeastern Michigan,Severe Weather,210,60175,2:00 PMDecember 152010,2010-12-15 14:00:00,2010-12-12 16:30:00
793,2010-12-14 07:20:00,WECC,California,Electrical System Separation - Islanding,9,6635,7:25 AMDecember 142010,2010-12-14 07:25:00,2010-12-14 07:20:00
794,2010-12-14 07:36:00,WECC,Southern California,Transmission Equipment/Firm System Load,464,0,9:00 AMDecember 152010,2010-12-15 09:00:00,2010-12-14 07:36:00
795,2010-12-18 05:00:00,WECC,"Redmond, Washington",Severe Weather,184,92090,10:00 PMDecember 192010,2010-12-19 22:00:00,2010-12-18 05:00:00
796,2010-12-26 08:15:00,SERC,Carolina,Severe Weather,,42000,4:15 PMDecember 262010,2010-12-26 16:15:00,2010-12-26 08:15:00
797,2010-12-30 14:00:00,RFC,New York,Fuel Supply Deficiency,300,0,6:00 AMJanuary 122010,2010-01-12 06:00:00,2010-12-30 14:00:00
798,2011-01-11 23:08:00,NPCC,"Athens, New York",Electrical Fault at Generator,0,0,2023-12-05 23:08:00,2023-12-05 23:08:00,2011-01-11 23:08:00
799,2011-01-12 06:00:00,NPCC,Massachusetts,Winter Storm,,80000,2023-12-05 14:00:00,2023-12-05 14:00:00,2011-01-12 06:00:00
800,2011-01-13 07:21:00,FRCC,North Florida,Firm System Load Shed,150,20900,2023-12-05 08:13:00,2023-12-05 08:13:00,2011-01-13 07:21:00
801,2011-01-18 14:00:00,NPCC,"Whitman, Auburn St Substation, Massachusetts",Vandalism,0,0,2023-12-05 14:00:00,2023-12-05 14:00:00,2011-01-18 14:00:00
802,2011-01-23 07:00:00,WECC,"Franklin County, Idaho",Vandalism,0,0,2023-12-05 13:00:00,2023-12-05 13:00:00,2011-01-23 07:00:00
803,2011-01-24 13:20:00,WECC,"Newman Power Plant, Texas",Suspicious Activity,0,0,2023-12-05 13:30:00,2023-12-05 13:30:00,2011-01-24 13:20:00
804,2011-01-25 03:23:00,RFC,"Newark, Delaware",Vandalism,0,0,2023-12-05 11:00:00,2023-12-05 11:00:00,2011-01-25 03:23:00
805,2011-01-26 09:25:00,WECC,"Carson City, Nevada",Suspected Telecommunications Attack,0,0,2023-12-05 17:00:00,2023-12-05 17:00:00,2011-01-26 09:25:00
806,2011-01-26 09:33:00,RFC,Michigan,Vandalism,0,0,2023-12-05 15:03:00,2023-12-05 15:03:00,2011-01-26 09:33:00
807,2011-01-26 17:00:00,RFC,"Montgomery and Prince George's County, Maryland and District of Columbia",Winter Storm,,210000,2023-12-05 08:00:00,2023-12-05 08:00:00,2011-01-26 17:00:00
808,2011-01-26 18:28:00,RFC,Maryland,Winter Storm,,234326,2023-12-05 17:00:00,2023-12-05 17:00:00,2011-01-26 18:28:00
809,2011-01-26 19:43:00,SERC,Northern Virginia,Winter Storm,600,150084,2023-12-05 18:18:00,2023-12-05 18:18:00,2011-01-26 19:43:00
810,2011-01-27 09:30:00,RFC,"Hockessin, Delaware",Vandalism,0,0,2023-12-05 09:30:00,2023-12-05 09:30:00,2011-01-27 09:30:00
811,2011-01-27 17:00:00,NPCC,Central New York,Fuel Supply Deficiency (Coal),108,0,2023-12-05 05:00:00,2023-12-05 05:00:00,2011-01-27 17:00:00
812,2011-01-31 22:00:00,RFC,Southwestern Ohio and Indiana,Ice Storm,996,272880,2023-12-05 12:00:00,2023-12-05 12:00:00,2011-01-31 22:00:00
813,2011-02-01 15:00:00,RFC,"Indiana, Ohio",Winter Storm,0,158013,2023-12-05 12:00:00,2023-12-05 12:00:00,2011-02-01 15:00:00
814,2011-02-01 21:00:00,RFC,Northern Illinois,Winter Storm,0,190000,2023-12-05 14:00:00,2023-12-05 14:00:00,2011-02-01 21:00:00
815,2011-02-02 03:00:00,RFC,"Philadelphia area, Pennsylvania",Winter Storm,0,213000,2023-12-05 23:59:00,2023-12-05 23:59:00,2011-02-02 03:00:00
816,2011-02-02 05:43:00,TRE,Texas,Generation Inadequacy/Load Shed,4000,1069730,2023-12-05 10:00:00,2023-12-05 10:00:00,2011-02-02 05:43:00
817,2011-02-02 06:22:00,WECC,Central Arizona,Generation Inadequacy/Load Shed,3963,69000,2023-12-05 09:57:00,2023-12-05 09:57:00,2011-02-02 06:22:00
818,2011-02-02 07:24:00,WECC,"Dona Ana and El Paso Counties, Texas and Hudspeth County, New Mexico",Generation Inadequacy/Load Shed,280,178000,2023-12-05 22:23:00,2023-12-05 22:23:00,2011-02-02 07:24:00
819,2011-02-02 17:00:00,SPP,"Texas Panhandle, Southeastern New Mexico",Fuel Supply Deficiency (Natural Gas),0,0,2023-12-05 22:00:00,2023-12-05 22:00:00,2011-02-02 17:00:00
820,2011-02-03 15:00:00,WECC,"San Diego area, California",Fuel Supply Deficiency (Natural Gas),,0,2023-12-05 12:00:00,2023-12-05 12:00:00,2011-02-03 15:00:00
821,2011-02-03 14:30:00,RFC,"Bowie, Maryland",Suspected Cyber Attack,,0,2023-12-05 14:30:00,2023-12-05 14:30:00,2011-02-03 14:30:00
822,2011-02-03 22:04:00,TRE,Texas,Generation Inadequacy/Load Shed,400,86013,2023-12-05 12:32:00,2023-12-05 12:32:00,2011-02-03 22:04:00
823,2011-02-09 03:45:00,TRE,"Western Houston, Texas",Winter Storm,399,60000,2023-12-05 09:12:00,2023-12-05 09:12:00,2011-02-09 03:45:00
824,2011-02-09 14:54:00,WECC,"University Place, Washington",Vandalism,0,0,2023-12-05 17:00:00,2023-12-05 17:00:00,2011-02-09 14:54:00
825,2011-02-09 16:30:00,TRE,Texas,Cold Weather Event,,0,2023-12-05 12:33:00,2023-12-05 12:33:00,2011-02-09 16:30:00
826,2011-02-10 13:00:00,WECC,"LaGrande, Washington",Vandalism,0,0,2023-12-05 13:00:00,2023-12-05 13:00:00,2011-02-10 13:00:00
827,2011-02-17 01:25:00,WECC,Northern and Central California,Major Storm,91,80000,2023-12-05 10:13:00,2023-12-05 10:13:00,2011-02-17 01:25:00
828,2011-02-17 13:00:00,WECC,"Roseville, California",Suspected Cyber Attack,0,0,2023-12-05 16:53:00,2023-12-05 16:53:00,2011-02-17 13:00:00
829,2011-02-19 12:30:00,RFC,"Philadelphia area, Pennsylvania",Major Storm,0,118000,2023-12-05 04:00:00,2023-12-05 04:00:00,2011-02-19 12:30:00
830,2011-02-19 16:34:00,RFC,"Harrington, Delaware",Vandalism,0,0,2023-12-05 16:34:00,2023-12-05 16:34:00,2011-02-19 16:34:00
831,2011-02-20 16:00:00,RFC,"Southern Lower Peninsula, Michigan",Winter Storm,262,160000,2023-12-05 16:00:00,2023-12-05 16:00:00,2011-02-20 16:00:00
832,2011-02-24 16:51:00,SPP,Arkansas,Electrical System Separation (Islanding),4,0,2023-12-05 16:54:00,2023-12-05 16:54:00,2011-02-24 16:51:00
833,2011-02-25 15:20:00,SERC,Virginia,Severe Weather,0,50000,2023-12-05 18:00:00,2023-12-05 18:00:00,2011-02-25 15:20:00
834,2011-02-25 15:23:00,RFC,Maryland,Severe Weather,0,93000,2023-12-05 18:00:00,2023-12-05 18:00:00,2011-02-25 15:23:00
835,2011-02-25 08:00:00,WECC,Northern and Central California,Winter Storm,91,80000,2023-12-05 17:30:00,2023-12-05 17:30:00,2011-02-25 08:00:00
836,2011-02-25 10:30:00,WECC,"Salt Lake City, Utah",Vandalism,0,0,2023-12-05 10:45:00,2023-12-05 10:45:00,2011-02-25 10:30:00
837,2011-03-01 08:00:00,NPCC,Western New York,Fuel Supply Deficiency (Coal),675,0,2023-12-05 09:30:00,2023-12-05 09:30:00,2011-03-01 08:00:00
838,2011-03-06 02:54:00,WECC,"Salt Lake City Region, Utah",Vandalism,0,0,2023-12-05 08:00:00,2023-12-05 08:00:00,2011-03-06 02:54:00
839,2011-03-08 08:00:00,NPCC,Western New York,Fuel Supply Deficiency (Coal),676,0,2023-12-05 09:00:00,2023-12-05 09:00:00,2011-03-08 08:00:00
840,2011-03-10 12:03:00,TRE,Texas,Suspected Physical Attack,,0,2023-12-05 06:00:00,2023-12-05 06:00:00,2011-03-10 12:03:00
841,2011-03-11 07:02:00,WECC,"Humboldt and Eureka, California",Generation Inadequacy/Load Shed,15,6800,2023-12-05 09:15:00,2023-12-05 09:15:00,2011-03-11 07:02:00
842,2011-03-13 14:20:00,WECC,Oregon,Severe Weather,0,9000,2023-12-05 15:46:00,2023-12-05 15:46:00,2011-03-13 14:20:00
843,2011-03-14 07:30:00,RFC,"Baltimore, Maryland",Suspected Cyber Attack,,0,2023-12-05 16:55:00,2023-12-05 16:55:00,2011-03-14 07:30:00
844,2011-03-15 18:00:00,TRE,"The Woodlands, Texas",Suspected Physical Attack,,0,2023-12-05 19:14:00,2023-12-05 19:14:00,2011-03-15 18:00:00
845,2011-03-17 07:40:00,NPCC,"Deerfield, New Hampshire",Vandalism,,0,2023-12-05 11:00:00,2023-12-05 11:00:00,2011-03-17 07:40:00
846,2011-03-18 09:54:00,RFC,"Greene County, Ohio",Vandalism,,0,2023-12-05 15:34:00,2023-12-05 15:34:00,2011-03-18 09:54:00
847,2011-03-19 23:56:00,WECC,Northern and Central California,Major Storm,91,128000,2023-12-05 19:10:00,2023-12-05 19:10:00,2011-03-19 23:56:00
848,2011-03-20 09:44:00,WECC,"Los Angeles, California",Major Storm,0,79000,2023-12-05 10:00:00,2023-12-05 10:00:00,2011-03-20 09:44:00
849,2011-03-21 12:35:00,WECC,Southern California,Major Storm,150,54332,2023-12-05 14:45:00,2023-12-05 14:45:00,2011-03-21 12:35:00
850,2011-03-21 00:57:00,NPCC,"Deerfield, New Hampshire",Vandalism,,0,2023-12-05 02:29:00,2023-12-05 02:29:00,2011-03-21 00:57:00
851,2011-03-23 18:30:00,RFC,"Indiana. Kentucky, Michigan, Ohio, Tennessee, Virginia, West Virginia",Major Storm,0,60596,2023-12-05 04:55:00,2023-12-05 04:55:00,2011-03-23 18:30:00
852,2011-03-27 13:27:00,WECC,"Sonoma and Central Valley, California",Transmission Level Outage,295,165000,2023-12-05 17:00:00,2023-12-05 17:00:00,2011-03-27 13:27:00
853,2011-03-31 14:30:00,FRCC,Central and Western Florida,Severe Weather,0,50000,2023-12-05 23:59:00,2023-12-05 23:59:00,2011-03-31 14:30:00
854,2011-03-31 11:30:00,FRCC,"Greater Tampa Bay, Florida",Severe Weather,206,87000,2023-12-05 20:30:00,2023-12-05 20:30:00,2011-03-31 11:30:00
855,2011-04-03 20:23:00,SERC,Unknown,Suspected Cyber Attack,0,0,2023-12-05 15:00:00,2023-12-05 15:00:00,2011-04-03 20:23:00
856,2011-04-04 11:47:00,SERC,"Memphis, Tennessee",Severe Weather,359,63000,2023-12-05 00:01:00,2023-12-05 00:01:00,2011-04-04 11:47:00
857,2011-04-04 13:00:00,SERC,"Shelby County, Tennessee",Severe Weather,300,63000,2023-12-05 00:00:00,2023-12-05 00:00:00,2011-04-04 13:00:00
858,2011-04-04 14:00:00,SERC,"Davidson County, Tennessee",Severe Weather,300,73000,2023-12-05 00:01:00,2023-12-05 00:01:00,2011-04-04 14:00:00
859,2011-04-04 19:00:00,SERC,"Southeast Arkansas, Southeast Louisiana, Western Mississippi, Eastern Texas",Severe Weather,0,74645,2023-12-05 20:00:00,2023-12-05 20:00:00,2011-04-04 19:00:00
860,2011-04-04 19:00:00,RFC,"Kentucky, West Virginia",Severe Weather,0,52920,2023-12-05 12:00:00,2023-12-05 12:00:00,2011-04-04 19:00:00
861,2011-04-04 21:00:00,SERC,"Alabama, Florida, Georgia, Mississippi",Severe Weather,674,303434,2023-12-05 23:30:00,2023-12-05 23:30:00,2011-04-04 21:00:00
862,2011-04-05 02:00:00,SERC,"North Carolina, South Carolina",Severe Weather,1200,256000,2023-12-05 23:00:00,2023-12-05 23:00:00,2011-04-05 02:00:00
863,2011-04-06 10:50:00,RFC,"Felton, Delaware",Vandalism,0,0,2023-12-05 10:50:00,2023-12-05 10:50:00,2011-04-06 10:50:00
864,2011-04-11 17:40:00,WECC,"Salt Lake City, Utah",Suspicious Activity,0,0,2023-12-05 17:51:00,2023-12-05 17:51:00,2011-04-11 17:40:00
865,2011-04-16 14:16:00,SERC,Central and Eastern North Carolina,Severe Weather,0,220000,2023-12-05 16:30:00,2023-12-05 16:30:00,2011-04-16 14:16:00
866,2011-04-19 20:00:00,SERC,Illinois,Severe Weather,0,80000,2023-12-05 22:00:00,2023-12-05 22:00:00,2011-04-19 20:00:00
867,2011-04-19 14:01:00,WECC,"Graham, Washington",Vandalism,0,0,2023-12-05 16:04:00,2023-12-05 16:04:00,2011-04-19 14:01:00
868,2011-04-19 22:44:00,SERC,"Memphis, Tennessee",Severe Weather,100,64000,2023-12-05 02:00:00,2023-12-05 02:00:00,2011-04-19 22:44:00
869,2011-04-19 23:02:00,SERC,"Memphis, Tennessee",Severe Weather,300,105000,2023-12-05 17:32:00,2023-12-05 17:32:00,2011-04-19 23:02:00
870,2011-04-19 23:13:00,SERC,"Osceola, Arkansas",Severe Weather,22,0,2023-12-05 19:14:00,2023-12-05 19:14:00,2011-04-19 23:13:00
871,2011-04-20 02:00:00,RFC,"Indiana, Kentucky, Ohio",Severe Weather - High Winds,0,165711,2023-12-05 12:00:00,2023-12-05 12:00:00,2011-04-20 02:00:00
872,2011-04-20 08:07:00,SERC,"Ruston, Louisiana",Equipment Malfunction,33,11000,2023-12-05 08:14:00,2023-12-05 08:14:00,2011-04-20 08:07:00
873,2011-04-21 07:15:00,WECC,"Oquirrh Substation, Salt Lake City, Utah",Vandalism,0,0,2023-12-05 16:50:00,2023-12-05 16:50:00,2011-04-21 07:15:00
874,2011-04-21 19:00:00,RFC,"Trenton, Michigan",Suspicious Activity,0,0,2023-12-05 19:05:00,2023-12-05 19:05:00,2011-04-21 19:00:00
875,2011-04-22 21:00:00,SERC,"Metro St. Louis area, Missouri",Severe Weather,0,55000,2023-12-05 23:00:00,2023-12-05 23:00:00,2011-04-22 21:00:00
876,2011-04-25 16:33:00,SERC,Northeast Tennessee,Equipment Malfunction,140,0,2023-12-05 17:19:00,2023-12-05 17:19:00,2011-04-25 16:33:00
877,2011-04-25 17:30:00,SPP,"Arkansas, Louisiana, Mississippi",Severe Weather,0,141700,2023-12-05 18:00:00,2023-12-05 18:00:00,2011-04-25 17:30:00
878,2011-04-26 05:49:00,SPP,Southern Louisiana,Severe Weather,120,0,2023-12-05 09:59:00,2023-12-05 09:59:00,2011-04-26 05:49:00
879,2011-04-26 09:51:00,SERC,"Alabama, Georgia, Mississippi, Tennessee",Severe Weather,0,55000,2023-12-05 09:51:00,2023-12-05 09:51:00,2011-04-26 09:51:00
880,2011-04-26 13:04:00,WECC,"Salt Lake City, Utah",Vandalism,0,0,2023-12-05 14:00:00,2023-12-05 14:00:00,2011-04-26 13:04:00
881,2011-04-26 18:14:00,SPP,Eastern Arkansas,Severe Weather,50,13000,2023-12-05 17:00:00,2023-12-05 17:00:00,2011-04-26 18:14:00
882,2011-04-27 08:00:00,SERC,"Alabama, Florida, Georgia, Mississippi",Severe Weather,1422,426640,2023-12-05 16:03:00,2023-12-05 16:03:00,2011-04-27 08:00:00
883,2011-04-27 10:00:00,SERC,"Alabama, Georgia, Mississippi, Tennessee",Severe Weather,0,612000,2023-12-05 16:29:00,2023-12-05 16:29:00,2011-04-27 10:00:00
884,2011-04-27 22:00:00,SERC,"Ohio, Tennessee, Virginia",Severe Weather,0,69000,2023-12-05 10:00:00,2023-12-05 10:00:00,2011-04-27 22:00:00
885,2011-04-28 05:00:00,RFC,"Cleveland area, Ohio",Severe Weather,0,86000,2023-12-05 18:30:00,2023-12-05 18:30:00,2011-04-28 05:00:00
886,2011-04-28 16:09:00,WECC,"Phoenix, Arizona",Equipment Malfunction,960,0,2023-12-05 16:10:00,2023-12-05 16:10:00,2011-04-28 16:09:00
887,2011-05-02 17:06:00,,Hawaii,Severe Weather,220,62000,2023-12-05 20:00:00,2023-12-05 20:00:00,2011-05-02 17:06:00
888,2011-05-02 14:00:00,NPCC,"West River Substation, New Haven, Connecticut",Suspected Physical Attack,0,0,2023-12-05 14:00:00,2023-12-05 14:00:00,2011-05-02 14:00:00
889,2011-05-02 08:52:00,WECC,"N. Ogden Substation, Ogden, Utah",Vandalism,0,0,2023-12-05 10:46:00,2023-12-05 10:46:00,2011-05-02 08:52:00
890,2011-05-03 12:00:00,NPCC,"St. Lawrence Power Dam, New York",Suspected Physical Attack,0,0,2023-12-05 12:00:00,2023-12-05 12:00:00,2011-05-03 12:00:00
891,2011-05-04 13:08:00,RFC,Maryland,Suspected Physical Attack,0,0,2023-12-05 13:25:00,2023-12-05 13:25:00,2011-05-04 13:08:00
892,2011-05-04 12:20:00,RFC,Michigan,Suspected Sabotage,0,0,2023-12-05 15:40:00,2023-12-05 15:40:00,2011-05-04 12:20:00
893,2011-05-05 09:15:00,NPCC,New Hampshire,Vandalism,0,0,2023-12-05 09:15:00,2023-12-05 09:15:00,2011-05-05 09:15:00
